unitid,unitname,timeperiod,mealname,fcst_custcount,served_custcount,sold_custcount,srvcrsname,itemname,fcst_prtnsize,served_prtnsize,sold_prtnsize,itemuofm1_intid,fcst_prtncount,itemuofm2_intid,served_prtncount,itemuofm3_intid,sold_prtncount,fcst_price,served_price,sold_price,eventdate,item_intid,eventlist_intid,itemxa_intid,itemevent_intid,itemgroup,groupseq,source,sortorder1,servicecourse_intid,day_fcstcount,total_fcstcount,day_servedcount,total_servedcount,day_soldcount,total_soldcount,serving_utensil,serving_pan,codesort,tempcoursecount,srvcoursecount,courseselect,F44
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA PEPPERONI  (SPENCER-16 INCH)   ,Pizza,Pizza,Pizza,63691,0,63691,0,63691,0,3.03,3.03,3.03,8/7/2012 0:00,12915,11444098,31180,151301,,,,1.1,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA VEGETABLE (SPENCER-16 INCH)  (OL),Pizza,Pizza,Pizza,63703,0,63703,0,63703,0,3.81,3.81,3.81,8/7/2012 0:00,12917,11444083,31185,151301,,,,1.19,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Chicken Enchilada Baja Soup,4 OZ LADEL,4 OZ LADEL,4 OZ LADEL,53934,0,53934,0,53934,0,0.58,0.58,0.58,8/7/2012 0:00,10560,11444108,25396,151301,,,,1.43,2,550,1,550,1,550,1,4 OZ LADLE               ,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Yogurt Parfait w/Nuts,Yogurt Parfait,Yogurt Parfait,Yogurt Parfait,59094,20,59094,20,59094,20,0.67,0.67,0.67,8/7/2012 0:00,11758,11444130,28443,151301,,,,1.5,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Quesadilla Pepper Jack Cheese (Spencer),Quesadilla,Quesadilla,Quesadilla,55401,5,55401,5,55401,5,0.4,0.4,0.4,8/7/2012 0:00,10899,11444084,26193,151301,,,,4.91,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Quesadilla Chicken & Pepper Jack Spencer,Quesadilla,Quesadilla,Quesadilla,55407,20,55407,20,55407,20,0.63,0.63,0.63,8/7/2012 0:00,10900,11444093,26194,151301,,,,8.82,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Quesadilla Hummus (Spencer),Quesadilla,Quesadilla,Quesadilla,58216,0,58216,0,58216,0,0.62,0.62,0.62,8/7/2012 0:00,11512,11444095,27841,151301,,,,12.72,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Beef Burger (Spencer Grill),Sandwich,Sandwich,Sandwich,53388,5,53388,5,53388,5,1.01,1.01,1.01,8/7/2012 0:00,10455,11444103,25199,151301,,,,16.62,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Black Bean Burger (Spencer),Sandwich,Sandwich,Sandwich,53390,10,53390,10,53390,10,1.36,1.36,1.36,8/7/2012 0:00,10456,11444086,25200,151301,,,,32.24,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Wake Up Panini,Sandwich,Sandwich,Sandwich,58235,0,58235,0,58235,0,0.67,0.67,0.67,8/7/2012 0:00,11516,11444123,27849,151301,,,,79.08,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich The Iowan (Spencer Grill),Sandwich,Sandwich,Sandwich,48248,0,48248,0,48248,0,1.14,1.14,1.14,8/7/2012 0:00,9107,11444091,22321,151301,,,,102.51,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Uniquely Vegan (Spencer),Sandwich,Sandwich,Sandwich,58247,0,58247,0,58247,0,0.87,0.87,0.87,8/7/2012 0:00,11521,11444104,27858,151301,,,,114.22,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Three Cheese  (Spencer Grill),Sandwich,Sandwich,Sandwich,48242,12,48242,12,48242,12,0.56,0.56,0.56,8/7/2012 0:00,9106,11444113,22320,151301,,,,125.93,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Swiss Gobbler (Spencer Grill),Sandwich,Sandwich,Sandwich,48256,0,48256,0,48256,0,1,1,1,8/7/2012 0:00,9109,11444129,22323,151301,,,,1500.25,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Florentine Panini,Sandwich,Sandwich,Sandwich,58238,12,58238,12,58238,12,1.22,1.22,1.22,8/7/2012 0:00,11517,11444094,27850,151301,,,,1625.18,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Kid @ Heart (Spencer Grill),Sandwich,Sandwich,Sandwich,48264,0,48264,0,48264,0,0.72,0.72,0.72,8/7/2012 0:00,9111,11444118,22325,151301,,,,1687.65,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Club Panini (Spencer Grill),Sandwich,Sandwich,Sandwich,58241,0,58241,0,58241,0,0.97,0.97,0.97,8/7/2012 0:00,11519,11444100,27856,151301,,,,1718.89,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Muffaletta Panini (Spencer),Sandwich,Sandwich,Sandwich,58245,0,58245,0,58245,0,0.92,0.92,0.92,8/7/2012 0:00,11520,11444090,27857,151301,,,,1734.5,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Breaded Chicken (Spencer Grill),Sandwich,Sandwich,Sandwich,48267,20,48267,20,48267,20,0.9,0.9,0.9,8/7/2012 0:00,9112,11444122,22326,151301,,,,1750.12,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Sandwich Breaded Chicken Parmesan (SG),Sandwich,Sandwich,Sandwich,58221,10,58221,10,58221,10,0.97,0.97,0.97,8/7/2012 0:00,11513,11444102,27842,151301,,,,1875.06,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Veggie (SPENCER GRILL-7 INCH) (OL),Pizza,Pizza,Pizza,45150,8,45150,8,45150,8,1.09,1.09,1.09,8/7/2012 0:00,8388,11444125,21433,151301,,,,2000,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Cheese (SPENCER GRILL-7 INCH) (OL),Pizza,Pizza,Pizza,45139,8,45139,8,45139,8,1.01,1.01,1.01,8/7/2012 0:00,8386,11444119,21429,151301,,,,3000,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Beef  (SPENCER GRILL- 7 INCH),Pizza,Pizza,Pizza,48211,6,48211,6,48211,6,1.19,1.19,1.19,8/7/2012 0:00,9096,11444116,22310,151301,,,,3750,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Pizza Pepperoni  (SPENCER GRILL-7 INCH),Pizza,Pizza,Pizza,45155,12,45155,12,45155,12,0.99,0.99,0.99,8/7/2012 0:00,8389,11444133,21434,151301,,,,4000,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,BREADS                   ,Rolls Ciabatta   (For Spencer)  (V),Roll,Roll,Roll,58107,12,58107,12,58107,12,0.07,0.07,0.07,8/7/2012 0:00,11490,11444105,27802,151301,,,,0.99,7,550,1,550,1,550,1,,,7,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,BREADS                   ,Bread French Wheat Mini (Spencer Grill),Loaf,Loaf,Loaf,48230,6,48230,6,48230,6,0.5,0.5,0.5,8/7/2012 0:00,9103,11444114,22317,151301,,,,0.99,7,550,1,550,1,550,1,,,7,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,BREADS                   ,Bread French White Mini (Spencer Grill),Loaf,Loaf,Loaf,48227,4,48227,4,48227,4,0.47,0.47,0.47,8/7/2012 0:00,9102,11444077,22316,151301,,,,0.99,7,550,1,550,1,550,1,,,7,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,RICE KRISPIE BARS,(4 X 6 Cut),(4 X 6 Cut),(4 X 6 Cut),60438,24,60438,24,60438,24,0.6,0.6,0.6,8/7/2012 0:00,3759,11444080,3759,151301,,,,2500.49,8,550,1,550,1,550,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,Cookies Big Monster w/Peanut Butter,Big Cookie,Big Cookie,Big Cookie,58256,20,58256,20,58256,20,0.47,0.47,0.47,8/7/2012 0:00,11522,11444082,27861,151301,,,,3750.24,8,550,1,550,1,550,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,Cookies Big Chocolate Chip,Big Cookies,Big Cookies,Big Cookies,45046,40,45046,40,45046,40,0.38,0.38,0.38,8/7/2012 0:00,8358,11444131,21389,151301,,,,5000,8,550,1,550,1,550,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,DESSERTS                 ,OL*CHOCOLATE CHIP COOKIES,Dozen,Dozen,Dozen,3484,2,3484,2,3484,2,1.07,1.07,1.07,8/7/2012 0:00,3730,11444096,3730,151301,,,,6000,8,550,1,550,1,550,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,400,OUT TAKES VEGAN,547,547,547,ENTREES                  ,V*Five Spice Tofu Stir Fry ,Stir Fry Meal,Stir Fry Meal,Stir Fry Meal,67016,40,67016,40,67016,40,1.91,1.91,1.91,8/7/2012 0:00,13790,11465667,32950,151577,,,,6001,2,550,547,550,547,550,547,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,500,OUT TAKES MENU,1,1,1,ENTREES                  ,Chips of the Day,Bag,Bag,Bag,67129,,67129,,67129,,,,,8/7/2012 0:00,13821,11465675,33013,151580,,,,6001.5,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,500,OUT TAKES MENU,1,1,1,ENTREES                  ,Fruit of the Day,Piece,Piece,Piece,67131,,67131,,67131,,,,,8/7/2012 0:00,13822,11465670,33014,151580,,,,6001.53,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,500,OUT TAKES MENU,1,1,1,ENTREES                  ,Peanut Butter & Jelly Sandwich ,Sandwich/Meal,Sandwich/Meal,Sandwich/Meal,67189,30,67189,30,67189,30,1.25,1.25,1.25,8/7/2012 0:00,13842,11465672,33036,151580,,,,6001.87,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,500,OUT TAKES MENU,1,1,1,ENTREES                  ,Wheat  Bagel w/Hummus,Bagel/Meal,Bagel/Meal,Bagel/Meal,67217,10,67217,10,67217,10,1.73,1.73,1.73,8/7/2012 0:00,13851,11465673,33045,151580,,,,6001.9,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,500,OUT TAKES MENU,1,1,1,ENTREES                  ,Wheat Bagel w/Cream Cheese ,Bagel/Meal,Bagel/Meal,Bagel/Meal,67148,62,67148,62,67148,62,1.55,1.55,1.55,8/7/2012 0:00,13828,11465674,33022,151580,,,,6001.93,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,500,OUT TAKES MENU,1,1,1,ENTREES                  ,Turkey Croissant Sandwich,Sandwich,Sandwich,Sandwich,63012,420,63012,420,63012,420,2.55,2.55,2.55,8/7/2012 0:00,12753,11465671,30733,151580,,,,6002,2,550,1,550,1,550,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,500,OUT TAKES MENU,1,1,1,DESSERTS                 ,Cookies of the Day,Cookies,Cookies,Cookies,67133,,67133,,67133,,,,,8/7/2012 0:00,13823,11465676,33015,151580,,,,6001.51,8,550,1,550,1,550,1,,,8,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,100,BREAKFAST,1,1,1,BREAKFAST PASTRY,OL*Apple/Cherry Turnover ,1 TURNOVER,1 TURNOVER,1 TURNOVER,51556,24,51556,24,51556,24,1.97,1.97,1.97,8/8/2012 0:00,10059,11443948,24615,151295,,,,57.37,40,499,1,499,1,499,1,TONGS                    ,,1,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Turkey Burger (Spencer),10 Oz Burger,10 Oz Burger,10 Oz Burger,67125,0,67125,0,67125,0,1.8,1.8,1.8,8/8/2012 0:00,13820,11444140,33012,151302,,,,1.01,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Nachos  (Spencer),Serving,Serving,Serving,67039,10,67039,10,67039,10,1.94,1.94,1.94,8/8/2012 0:00,13797,11444163,32977,151302,,,,1.01,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Veggie Nachos (Spencer),Serving,Serving,Serving,67032,0,67032,0,67032,0,2.16,2.16,2.16,8/8/2012 0:00,13795,11444177,32975,151302,,,,1.01,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Nachos Supreme  (Spencer),Serving,Serving,Serving,67029,0,67029,0,67029,0,2.41,2.41,2.41,8/8/2012 0:00,13794,11444190,32962,151302,,,,1.02,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Potatoes French Fried  (Spencer),(4 Oz Portion),(4 Oz Portion),(4 Oz Portion),67120,10,67120,10,67120,10,0.23,0.23,0.23,8/8/2012 0:00,13818,11444155,33009,151302,,,,1.03,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA BEEF (SPENCER-16 INCH),Pizza,Pizza,Pizza,63700,0,63700,0,63700,0,4.59,4.59,4.59,8/8/2012 0:00,12916,11444160,31183,151302,,,,1.03,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA CHEESE (SPENCER-16 INCH)   (OL)  ,Pizza,Pizza,Pizza,63680,0,63680,0,63680,0,2.81,2.81,2.81,8/8/2012 0:00,12914,11444185,31178,151302,,,,1.05,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA PEPPERONI  (SPENCER-16 INCH)   ,Pizza,Pizza,Pizza,63691,0,63691,0,63691,0,3.03,3.03,3.03,8/8/2012 0:00,12915,11444198,31180,151302,,,,1.1,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,PIZZA VEGETABLE (SPENCER-16 INCH)  (OL),Pizza,Pizza,Pizza,63703,0,63703,0,63703,0,3.81,3.81,3.81,8/8/2012 0:00,12917,11444144,31185,151302,,,,1.19,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Minestrone Soup,4 oz Portion,4 oz Portion,4 oz Portion,6308,0,6308,0,6308,0,0.32,0.32,0.32,8/8/2012 0:00,2587,11444178,2588,151302,,,,1.43,2,499,1,499,1,499,1,4 OZ LADLE               ,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Yogurt Parfait w/Nuts,Yogurt Parfait,Yogurt Parfait,Yogurt Parfait,59094,20,59094,20,59094,20,0.67,0.67,0.67,8/8/2012 0:00,11758,11444197,28443,151302,,,,1.5,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
170,THE SPENCER GRILL - S,200,LUNCH     ,1,1,1,ENTREES                  ,Brownies Ghirardelli  (OL),Brownie,Brownie,Brownie,58593,60,58593,60,58593,60,0.96,0.96,0.96,8/8/2012 0:00,11621,11444194,28082,151302,,,,2.96,2,499,1,499,1,499,1,,,2,32,70,"SOUPS                    ,ENTREES                  ,STARCHES                 , VEGETABLES               ,SALADS                   ,FRUITS                   ,BREADS                   ,DESSERTS                 ,BEVERAGES                ,BREAKFAST PASTRY,STI",
